,PipeIDX,CAUSE,LATITUDE,LONGITUDE,yr,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,HurIdx,diftime,distance,frequency,max_int,fourplus,yr,failTF,locGrp,ptlong,ptlat,maxlong,minlat
9455,,,,,1994.0,29.7,-85.6,tropical storm,0.0,35,-1007,,,,,,,,,1994.0,0.0,3,-85.6,29.7,-72.0,28.7
14239,,,,,2009.0,29.8,-85.8,tropical storm,0.0,45,-1005,90.0,0.0,,,,,,,2009.0,0.0,3,-85.8,29.8,-83.4,27.0
8000,,,,,1987.0,29.8,-85.6,tropical depression,-1.0,15,-1012,,,,,,,,,1987.0,0.0,3,-85.6,29.8,-82.3,26.3
16707,,,,,2018.0,29.8,-85.9,tropical storm,0.0,45,-991,130.0,0.0,,,,,,,2018.0,0.0,3,-85.9,29.8,-85.8,28.2
9457,,,,,1994.0,29.9,-85.7,tropical storm,0.0,45,-1004,,,,,,,,,1994.0,0.0,3,-85.7,29.9,-72.0,28.7
7999,,,,,1987.0,30.0,-86.0,tropical depression,-1.0,15,-1011,,,,,,,,,1987.0,0.0,3,-86.0,30.0,-82.3,26.3
9625,,,,,1995.0,29.6,-84.7,tropical storm,0.0,60,-990,,,,,,,,,1995.0,0.0,3,-84.7,29.6,-82.8,17.4
12720,,,,,2004.0,29.6,-85.1,tropical storm,0.0,40,-1002,,,,,,,,,2004.0,0.0,3,-85.1,29.6,-53.6,12.9
17958,,,,,2021.0,29.7,-85.1,tropical storm,0.0,50,-1000,40.0,0.0,,,,,,,2021.0,0.0,3,-85.1,29.7,-79.4,28.4
17851,,,,,2021.0,29.7,-85.4,tropical storm,0.0,55,-991,140.0,0.0,,,,,,,2021.0,0.0,3,-85.4,29.7,-66.1,17.3
8001,,,,,1987.0,29.7,-85.0,tropical depression,-1.0,15,-1012,,,,,,,,,1987.0,0.0,3,-85.0,29.7,-82.3,26.3
13971,,,,,2008.0,29.8,-84.7,tropical storm,0.0,45,-997,80.0,0.0,,,,,,,2008.0,0.0,3,-84.7,29.8,-67.4,18.4
8004,,,,,1987.0,29.8,-84.5,tropical depression,-1.0,15,-1013,,,,,,,,,1987.0,0.0,3,-84.5,29.8,-82.3,26.3
13972,,,,,2008.0,29.8,-84.7,tropical storm,0.0,45,-997,,,,,,,,,2008.0,0.0,3,-84.7,29.8,-67.4,18.4
9626,,,,,1995.0,29.9,-84.4,tropical storm,0.0,60,-991,,,,,,,,,1995.0,0.0,3,-84.4,29.9,-82.8,17.4
16906,,,,,2018.0,30.0,-85.5,hurricane,5.0,140,-919,220.0,60.0,,,,,,,2018.0,0.0,3,-85.5,30.0,-80.0,18.4
8067,,,,,1988.0,29.7,-89.4,tropical storm,0.0,35,-1007,,,,,,,,,1988.0,0.0,2,-89.4,29.7,-89.1,29.3
4224,28443.0,outside,29.96887,-89.25292,2012.0,29.0,-89.0,0,,70,-965,0.0,0.0,9139.0,43.0,71.0,31.0,965.0,0.0,2012.0,1.0,2,-89.25292,29.96887,-50.1,14.9
2065,3461.0,outside,29.9719103,-89.24671909999999,1997.0,29.0,-89.0,0,,70,-988,0.0,0.0,4333.0,0.0,23.0,40.0,916.0,2.0,1997.0,1.0,2,-89.24671909999999,29.9719103,-69.6,27.4
12066,,,,,2002.0,30.0,-88.8,tropical storm,0.0,50,-1003,,,,,,,,,2002.0,0.0,2,-88.8,30.0,-85.0,26.3
4256,5383.0,outside,30.239667,-89.497306,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9159.0,124.0,281.1009047344018,30.0,965.0,0.0,2013.0,1.0,2,-89.497306,30.239667,-97.4,42.4
9463,,,,,1994.0,30.0,-85.6,tropical storm,0.0,50,-1000,,,,,,,,,1994.0,0.0,3,-85.6,30.0,-72.0,28.7
7998,,,,,1987.0,30.3,-86.3,tropical depression,-1.0,15,-1011,,,,,,,,,1987.0,0.0,2,-86.3,30.3,-82.3,26.3
16708,,,,,2018.0,30.3,-86.0,tropical storm,0.0,40,-992,120.0,0.0,,,,,,,2018.0,0.0,3,-86.0,30.3,-85.8,28.2
11667,,,,,2001.0,30.4,-86.3,tropical storm,0.0,60,-990,,,,,,,,,2001.0,0.0,2,-86.3,30.4,-84.8,25.7
14245,,,,,2009.0,30.4,-86.5,tropical storm,0.0,40,-1005,,,,,,,,,2009.0,0.0,2,-86.5,30.4,-83.4,27.0
9431,,,,,1994.0,30.4,-86.5,tropical storm,0.0,55,-993,,,,,,,,,1994.0,0.0,2,-86.5,30.4,-83.6,21.5
14241,,,,,2009.0,30.5,-86.6,tropical storm,0.0,40,-1005,80.0,0.0,,,,,,,2009.0,0.0,2,-86.6,30.5,-83.4,27.0
13974,,,,,2008.0,30.5,-85.9,tropical storm,0.0,40,-999,80.0,0.0,,,,,,,2008.0,0.0,3,-85.9,30.5,-67.4,18.4
2043,17040.0,outside,30.5388941,-85.58542380000002,1997.0,0.0,0.0,0,,12,-1050,0.0,0.0,4180.0,199.875,107.39138056375216,41.0,919.0,1.0,1997.0,1.0,3,-85.58542380000002,30.5388941,-97.4,42.4
10619,,,,,1997.0,30.2,-88.1,hurricane,1.0,70,-984,,,,,,,,,1997.0,0.0,2,-88.1,30.2,-69.6,27.4
3474,18083.0,outside,30.2820124,-87.6872083,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7914.0,142.0,276.6648000827322,33.0,953.0,0.0,2009.0,1.0,2,-87.6872083,30.2820124,-97.4,42.4
17540,,,,,2020.0,30.3,-87.7,hurricane,2.0,95,-965,180.0,55.0,,,,,,,2020.0,0.0,2,-87.7,30.3,-78.6,25.4
7885,,,,,1985.0,30.3,-87.7,tropical storm,0.0,55,-982,,,,,,,,,1985.0,0.0,2,-87.7,30.3,-86.7,23.8
10622,,,,,1997.0,30.3,-87.6,tropical storm,0.0,60,-991,,,,,,,,,1997.0,0.0,2,-87.6,30.3,-69.6,27.4
9721,,,,,1995.0,30.3,-87.2,hurricane,1.0,75,-973,,,,,,,,,1995.0,0.0,2,-87.2,30.3,-73.2,22.3
10615,,,,,1997.0,30.3,-88.0,hurricane,1.0,70,-984,,,,,,,,,1997.0,0.0,2,-88.0,30.3,-69.6,27.4
4565,27867.0,outside,30.390281,-88.173136,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9610.0,146.75,274.84350260515265,36.0,965.0,0.0,2014.0,1.0,2,-88.173136,30.390281,-97.4,42.4
6401,4228.0,human,30.39379287,-88.1848365,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,12102.0,198.5,293.7004181116462,69.0,929.0,4.0,2022.0,1.0,2,-88.1848365,30.39379287,-97.4,42.4
2926,3830.0,outside,30.3958679,-87.0074423,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7220.0,116.25,90.68833238691884,37.0,902.0,5.0,2006.0,1.0,2,-87.0074423,30.3958679,-97.4,42.4
2466,22561.0,outside,30.2584883,-89.4595319,2003.0,30.0,-90.0,0,,45,-998,0.0,0.0,6055.0,14.0,51.0,53.0,940.0,1.0,2003.0,1.0,2,-89.4595319,30.2584883,-83.5,22.0
2058,3460.0,outside,30.2584883,-89.4595319,1997.0,0.0,0.0,0,,12,-1050,0.0,0.0,4176.0,237.25,252.5207910851177,27.0,916.0,2.0,1997.0,1.0,2,-89.4595319,30.2584883,-97.4,42.4
2113,3524.0,outside,30.3088076,-89.33004609999999,1998.0,30.0,-88.0,0,,90,-964,0.0,0.0,4715.0,13.0,26.0,54.0,961.0,0.0,1998.0,1.0,2,-89.33004609999999,30.3088076,-25.1,9.7
158,1665.0,outside,30.3157527,-89.2475429,1978.0,0.0,0.0,0,,12,-1050,0.0,0.0,144.0,156.0,290.0011405084252,7.0,991.0,0.0,1978.0,1.0,2,-89.2475429,30.3157527,-97.4,42.4
4619,5231.0,outside,30.35525,-88.49394,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9610.0,200.75,257.7849523420372,34.0,965.0,0.0,2014.0,1.0,2,-88.49394,30.35525,-97.4,42.4
140,11354.0,outside,30.3674198,-89.0928155,1977.0,27.0,-88.0,0,,25,-1010,0.0,0.0,139.0,28.0,232.0,7.0,991.0,0.0,1977.0,1.0,2,-89.0928155,30.3674198,-88.4,22.0
145,11389.0,outside,30.3674198,-89.0928155,1977.0,27.0,-88.0,0,,25,-1010,0.0,0.0,139.0,43.0,232.0,7.0,991.0,0.0,1977.0,1.0,2,-89.0928155,30.3674198,-88.4,22.0
166,11600.0,outside,30.3674198,-89.0928155,1978.0,0.0,0.0,0,,12,-1050,0.0,0.0,144.0,168.0,296.85946201711124,7.0,991.0,0.0,1978.0,1.0,2,-89.0928155,30.3674198,-97.4,42.4
1074,15816.0,outside,30.3674198,-89.0928155,1983.0,27.0,-90.0,0,,30,-1009,0.0,0.0,976.0,7.0,227.0,8.0,994.0,0.0,1983.0,1.0,2,-89.0928155,30.3674198,-90.5,27.0
217,12291.0,outside,30.3960318,-88.88530779999999,1979.0,0.0,0.0,0,,12,-1050,0.0,0.0,143.0,499.25,287.86821048365726,6.0,997.0,0.0,1979.0,1.0,2,-88.88530779999999,30.3960318,-97.4,42.4
13045,,,,,2004.0,29.4,-90.9,tropical depression,-1.0,30,-1000,0.0,0.0,,,,,,,2004.0,0.0,2,-90.9,29.4,-90.9,24.0
2770,17490.0,outside,29.4237835,-90.7021227,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,186.25,68.28169886424983,51.0,931.0,2.0,2005.0,1.0,2,-90.7021227,29.4237835,-97.4,42.4
1862,3341.0,outside,29.46132889999999,-90.7514799,1994.0,28.0,-86.0,0,,50,-997,0.0,0.0,3121.0,37.0,243.0,15.0,937.0,4.0,1994.0,1.0,2,-90.7514799,29.46132889999999,-83.6,21.5
5713,4510.0,outside,29.482082,-91.051366,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11254.0,83.25,291.9315240117311,41.0,934.0,2.0,2020.0,1.0,2,-91.051366,29.482082,-97.4,42.4
7879,,,,,1985.0,29.5,-91.4,hurricane,1.0,65,-974,,,,,,,,,1985.0,0.0,2,-91.4,29.5,-86.7,23.8
1436,3046.0,outside,29.502976,-91.443469,1987.0,29.0,-94.0,0,,40,-1009,0.0,0.0,1627.0,31.0,184.0,55.0,971.0,0.0,1987.0,1.0,2,-91.443469,29.502976,-82.3,26.3
1579,3127.0,outside,29.59130369999999,-90.7265225,1989.0,27.0,-92.0,0,,65,-991,0.0,0.0,2005.0,34.0,171.0,24.0,984.0,0.0,1989.0,1.0,2,-90.7265225,29.59130369999999,-90.0,22.5
3586,4107.0,outside,29.5957696,-90.7195348,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8012.0,243.5,273.083360508101,48.0,950.0,0.0,2009.0,1.0,2,-90.7195348,29.5957696,-97.4,42.4
2725,3759.0,outside,29.5957696,-90.7195348,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,123.25,56.44251825961535,49.0,931.0,2.0,2005.0,1.0,2,-90.7195348,29.5957696,-97.4,42.4
3412,4035.0,natural,29.5957696,-90.7195348,2008.0,29.0,-90.0,0,,90,-954,0.0,0.0,7904.0,12.0,27.0,48.0,950.0,0.0,2008.0,1.0,2,-90.7195348,29.5957696,-67.4,13.5
3195,3931.0,outside,29.4804947,-89.6939531,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7391.0,380.25,294.6703770820937,22.0,902.0,8.0,2007.0,1.0,2,-89.6939531,29.4804947,-97.4,42.4
2516,3686.0,human,29.4804947,-89.6939531,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6191.0,130.0,269.86919226470377,57.0,938.0,3.0,2004.0,1.0,2,-89.6939531,29.4804947,-97.4,42.4
2827,3798.0,natural,29.4804947,-89.6939531,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,0.0,5.0,44.0,902.0,6.0,2005.0,1.0,2,-89.6939531,29.4804947,-75.1,23.1
2326,3631.0,outside,29.4804947,-89.6939531,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5980.0,97.75,294.6622272383036,53.0,938.0,3.0,2003.0,1.0,2,-89.6939531,29.4804947,-97.4,42.4
4206,28477.0,outside,29.485,-89.4441666,2012.0,29.0,-89.0,0,,70,-965,0.0,0.0,9139.0,7.0,36.0,32.0,965.0,0.0,2012.0,1.0,2,-89.4441666,29.485,-50.1,14.9
10607,,,,,1997.0,29.5,-89.4,hurricane,1.0,70,-990,,,,,,,,,1997.0,0.0,2,-89.4,29.5,-69.6,27.4
13194,,,,,2005.0,29.5,-89.6,hurricane,3.0,110,-923,350.0,150.0,,,,,,,2005.0,0.0,2,-89.6,29.5,-75.1,23.1
8072,,,,,1988.0,29.6,-89.5,tropical storm,0.0,45,-1001,,,,,,,,,1988.0,0.0,2,-89.5,29.6,-89.1,29.3
2893,17570.0,human,29.5184364,-90.3363254,2005.0,27.0,-92.0,0,,110,-930,0.0,0.0,7171.0,47.0,168.0,47.0,902.0,9.0,2005.0,1.0,2,-90.3363254,29.5184364,-69.9,21.3
2800,17502.0,human,29.5186216,-90.3350911,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,238.25,69.52404889457048,50.0,931.0,2.0,2005.0,1.0,2,-90.3350911,29.5186216,-97.4,42.4
5850,4460.0,outside,29.52178748,-89.7205746,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11252.0,212.75,170.8013330928232,42.0,919.0,4.0,2020.0,1.0,2,-89.7205746,29.52178748,-97.4,42.4
2904,17592.0,human,29.522634,-90.3381149,2005.0,27.0,-92.0,0,,110,-930,0.0,0.0,7171.0,59.0,168.0,47.0,902.0,9.0,2005.0,1.0,2,-90.3381149,29.522634,-69.9,21.3
2833,17560.0,human,29.5427168,-90.3381361,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,6.0,44.0,36.0,902.0,5.0,2005.0,1.0,2,-90.3381361,29.5427168,-75.1,23.1
2841,17540.0,human,29.5668302,-90.3680865,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,20.0,46.0,35.0,902.0,5.0,2005.0,1.0,2,-90.3680865,29.5668302,-75.1,23.1
2832,17562.0,human,29.5681411,-90.381209,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,4.0,47.0,39.0,902.0,5.0,2005.0,1.0,2,-90.381209,29.5681411,-75.1,23.1
3182,23685.0,outside,29.572438,-90.3817483,2007.0,0.0,0.0,0,,12,-1050,0.0,0.0,7220.0,616.25,295.66670780935743,19.0,902.0,7.0,2007.0,1.0,2,-90.3817483,29.572438,-97.4,42.4
3402,4042.0,natural,29.572438,-90.3817483,2008.0,29.0,-90.0,0,,90,-954,0.0,0.0,7904.0,6.0,32.0,39.0,953.0,0.0,2008.0,1.0,2,-90.3817483,29.572438,-67.4,13.5
2892,17571.0,human,29.5972203,-90.4659785,2005.0,27.0,-92.0,0,,110,-930,0.0,0.0,7171.0,47.0,166.0,47.0,902.0,9.0,2005.0,1.0,2,-90.4659785,29.5972203,-69.9,21.3
2866,17547.0,human,29.5957696,-90.7195348,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,44.0,67.0,46.0,902.0,9.0,2005.0,1.0,2,-90.7195348,29.5957696,-75.1,23.1
2923,3826.0,outside,29.5957696,-90.7195348,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7182.0,124.0,288.95430901467694,46.0,902.0,9.0,2006.0,1.0,2,-90.7195348,29.5957696,-97.4,42.4
3409,24103.0,outside,29.5957696,-90.7195348,2008.0,29.0,-90.0,0,,90,-954,0.0,0.0,7904.0,12.0,27.0,48.0,950.0,0.0,2008.0,1.0,2,-90.7195348,29.5957696,-67.4,13.5
2007,3431.0,outside,29.5957696,-90.7195348,1996.0,25.0,-88.0,0,,50,-992,0.0,0.0,4179.0,15.0,277.0,26.0,916.0,2.0,1996.0,1.0,2,-90.7195348,29.5957696,-83.9,22.7
2009,3435.0,outside,29.5957696,-90.7195348,1996.0,25.0,-88.0,0,,50,-992,0.0,0.0,4179.0,42.0,277.0,26.0,916.0,2.0,1996.0,1.0,2,-90.7195348,29.5957696,-83.9,22.7
1863,16949.0,outside,29.5957696,-90.7195348,1994.0,29.0,-86.0,0,,55,-993,0.0,0.0,3122.0,37.0,242.0,16.0,937.0,4.0,1994.0,1.0,2,-90.7195348,29.5957696,-83.6,21.5
3640,18124.0,natural,29.5957696,-90.7195348,2009.0,29.0,-88.0,0,,50,-998,0.0,0.0,8250.0,39.0,128.0,48.0,950.0,0.0,2009.0,1.0,2,-90.7195348,29.5957696,-81.3,11.0
7877,,,,,1985.0,29.6,-91.3,hurricane,1.0,65,-974,,,,,,,,,1985.0,0.0,2,-91.3,29.6,-86.7,23.8
3818,5685.0,outside,29.64134,-90.96695,2010.0,28.0,-87.0,0,,25,-1013,0.0,0.0,8298.0,32.0,257.0,30.0,950.0,0.0,2010.0,1.0,2,-90.96695,29.64134,-73.8,21.5
5278,26129.0,human,29.66714962,-91.01025244,2018.0,0.0,0.0,0,,12,-1050,0.0,0.0,10646.0,151.5,249.7796877876554,18.0,981.0,0.0,2018.0,1.0,2,-91.01025244,29.66714962,-97.4,42.4
4763,27373.0,human,29.6218722,-90.68983889,2015.0,0.0,0.0,0,,12,-1050,0.0,0.0,9610.0,548.75,127.9344421037574,7.0,1002.0,0.0,2015.0,1.0,2,-90.68983889,29.6218722,-97.4,42.4
5519,25678.0,outside,29.622572,-90.689097,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10915.0,192.5,268.37050278838666,34.0,934.0,2.0,2019.0,1.0,2,-90.689097,29.622572,-97.4,42.4
5583,25616.0,outside,29.622572,-90.689097,2019.0,0.0,0.0,0,,12,-1050,0.0,0.0,10915.0,243.5,268.37050278838666,34.0,934.0,2.0,2019.0,1.0,2,-90.689097,29.622572,-97.4,42.4
6233,24843.0,natural,29.633541,-90.168548,2021.0,26.0,-87.0,0,,90,-967,0.0,0.0,12010.0,0.0,255.0,67.0,965.0,0.0,2021.0,1.0,2,-90.168548,29.633541,-78.9,16.5
4348,28258.0,outside,29.633617,-90.1741,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9159.0,193.0,288.06635150444214,30.0,965.0,0.0,2013.0,1.0,2,-90.1741,29.633617,-97.4,42.4
2727,17481.0,human,29.6352258,-90.6747937,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,127.25,54.38036958361118,49.0,931.0,2.0,2005.0,1.0,2,-90.6747937,29.6352258,-97.4,42.4
2637,17386.0,human,29.6415166,-90.5409981,2004.0,27.0,-88.0,0,,45,-1008,0.0,0.0,6506.0,7.0,199.0,63.0,938.0,3.0,2004.0,1.0,2,-90.5409981,29.6415166,-53.6,12.9
2609,17364.0,human,29.6430436,-90.6889482,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6181.0,277.25,295.09546664811506,56.0,938.0,2.0,2004.0,1.0,2,-90.6889482,29.6430436,-97.4,42.4
2842,17539.0,human,29.6457642,-90.5280549,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,21.0,56.0,35.0,902.0,5.0,2005.0,1.0,2,-90.5280549,29.6457642,-75.1,23.1
2812,17503.0,human,29.6460467,-90.5392524,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6848.0,252.25,56.254531265211256,49.0,931.0,2.0,2005.0,1.0,2,-90.5392524,29.6460467,-97.4,42.4
2651,17381.0,human,29.6737677,-90.7293374,2004.0,28.0,-88.0,0,,110,-931,0.0,0.0,6684.0,6.0,161.0,49.0,931.0,4.0,2004.0,1.0,2,-90.7293374,29.6737677,-27.6,8.9
6085,4358.0,outside,29.675545,-91.220198,2021.0,0.0,0.0,0,,12,-1050,0.0,0.0,11764.0,124.0,87.04877443749966,77.0,965.0,0.0,2021.0,1.0,2,-91.220198,29.675545,-97.4,42.4
4429,5343.0,outside,29.684305,-91.155667,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9159.0,264.0,256.90192988671305,20.0,965.0,0.0,2013.0,1.0,2,-91.155667,29.684305,-97.4,42.4
3555,4095.0,outside,29.68687559999999,-90.990653,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8011.0,225.25,291.592579450261,50.0,950.0,0.0,2009.0,1.0,2,-90.990653,29.68687559999999,-97.4,42.4
3230,3958.0,outside,29.68687559999999,-90.990653,2007.0,31.0,-92.0,0,,35,-1000,0.0,0.0,7659.0,33.0,145.0,10.0,985.0,0.0,2007.0,1.0,2,-90.990653,29.68687559999999,-92.3,27.8
1831,3317.0,outside,29.68687559999999,-90.990653,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2855.0,557.5,229.7211369277139,10.0,937.0,4.0,1994.0,1.0,2,-90.990653,29.68687559999999,-97.4,42.4
2237,22321.0,outside,29.6932641,-91.3020502,2002.0,0.0,0.0,0,,12,-1050,0.0,0.0,5417.0,199.0,298.47900094805914,31.0,1002.0,0.0,2002.0,1.0,2,-91.3020502,29.6932641,-97.4,42.4
2270,3599.0,human,29.6932641,-91.3020502,2002.0,0.0,0.0,0,,12,-1050,0.0,0.0,5417.0,297.0,298.47900094805914,31.0,1002.0,0.0,2002.0,1.0,2,-91.3020502,29.6932641,-97.4,42.4
3267,23867.0,outside,29.69465259999999,-91.2189925,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7678.0,116.0,275.10524235054754,9.0,985.0,0.0,2008.0,1.0,2,-91.2189925,29.69465259999999,-97.4,42.4
4102,5479.0,outside,29.6954,-91.3564,2012.0,0.0,0.0,0,,12,-1050,0.0,0.0,8751.0,184.75,86.59067349700436,7.0,997.0,0.0,2012.0,1.0,2,-91.3564,29.6954,-97.4,42.4
4012,5563.0,outside,29.53595,-92.33078,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8250.0,576.75,225.14091527244344,4.0,990.0,0.0,2011.0,1.0,2,-92.33078,29.53595,-97.4,42.4
1878,3364.0,outside,29.5675193,-91.851343,1995.0,0.0,0.0,0,,12,-1050,0.0,0.0,3148.0,162.25,274.4964445054803,2.0,1012.0,0.0,1995.0,1.0,2,-91.851343,29.5675193,-97.4,42.4
4460,5331.0,outside,29.5962,-92.3106,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9159.0,292.0,243.8949652927062,21.0,965.0,0.0,2013.0,1.0,2,-92.3106,29.5962,-97.4,42.4
4287,5374.0,outside,29.59888888,-92.38138888,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9159.0,148.0,243.14876952772985,21.0,965.0,0.0,2013.0,1.0,2,-92.38138888,29.59888888,-97.4,42.4
7882,,,,,1985.0,29.6,-92.1,tropical storm,0.0,55,-982,,,,,,,,,1985.0,0.0,2,-92.1,29.6,-86.7,23.8
4883,4972.0,outside,29.716111,-92.016944,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9789.0,231.0,297.497190093831,4.0,997.0,0.0,2016.0,1.0,2,-92.016944,29.716111,-97.4,42.4
6253,4304.0,outside,29.742471,-92.353078,2021.0,29.0,-90.0,0,,105,-944,0.0,0.0,12020.0,15.0,105.0,73.0,929.0,4.0,2021.0,1.0,2,-92.353078,29.742471,-78.9,16.5
5620,4549.0,outside,29.7706333,-91.717017,2019.0,29.0,-92.0,0,,65,-993,0.0,0.0,10970.0,37.0,31.0,47.0,981.0,0.0,2019.0,1.0,2,-91.717017,29.7706333,-87.6,27.7
7881,,,,,1985.0,29.8,-92.2,tropical storm,0.0,55,-982,,,,,,,,,1985.0,0.0,2,-92.2,29.8,-86.7,23.8
4804,27293.0,outside,29.84692774,-91.65165833,2015.0,0.0,0.0,0,,12,-1050,0.0,0.0,9610.0,608.75,121.24702513915852,7.0,1002.0,0.0,2015.0,1.0,2,-91.65165833,29.84692774,-97.4,42.4
2428,3654.0,outside,29.6668793,-90.1084073,2003.0,0.0,0.0,0,,12,-1050,0.0,0.0,5980.0,215.75,274.850918843494,51.0,938.0,3.0,2003.0,1.0,2,-90.1084073,29.6668793,-97.4,42.4
5744,25372.0,outside,29.691598,-89.979277,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11252.0,112.75,189.6142663570241,41.0,919.0,4.0,2020.0,1.0,2,-89.979277,29.691598,-97.4,42.4
2687,17428.0,human,29.6945217,-90.6217674,2004.0,29.0,-90.0,0,,30,-1000,0.0,0.0,6849.0,39.0,26.0,49.0,931.0,2.0,2004.0,1.0,2,-90.6217674,29.6945217,-90.9,24.0
4667,27722.0,outside,29.69581,-89.97761,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9610.0,256.75,160.15708938831926,31.0,965.0,0.0,2014.0,1.0,2,-89.97761,29.69581,-97.4,42.4
8066,,,,,1988.0,29.7,-89.7,tropical depression,-1.0,30,-1009,,,,,,,,,1988.0,0.0,2,-89.7,29.7,-89.1,29.3
4047,28817.0,outside,29.70989,-90.25945,2011.0,28.0,-91.0,0,,45,-997,0.0,0.0,8751.0,16.0,124.0,12.0,989.0,0.0,2011.0,1.0,2,-90.25945,29.70989,-91.4,26.6
2945,17613.0,human,29.7159257,-90.6146155,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7182.0,155.0,287.1023930933848,46.0,902.0,9.0,2006.0,1.0,2,-90.6146155,29.7159257,-97.4,42.4
4222,28447.0,natural,29.726669,-90.592643,2012.0,29.0,-90.0,0,,60,-973,0.0,0.0,9143.0,38.0,12.0,26.0,965.0,0.0,2012.0,1.0,2,-90.592643,29.726669,-50.1,14.9
2903,23239.0,outside,29.7274331,-90.5989759,2005.0,28.0,-93.0,0,,105,-931,0.0,0.0,7177.0,59.0,164.0,46.0,902.0,9.0,2005.0,1.0,2,-90.5989759,29.7274331,-69.9,21.3
3369,24029.0,human,29.7274331,-90.5989759,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7678.0,265.0,238.14448870144128,9.0,985.0,0.0,2008.0,1.0,2,-90.5989759,29.7274331,-97.4,42.4
15217,,,,,2012.0,29.7,-90.8,tropical storm,0.0,60,-973,330.0,0.0,,,,,,,2012.0,0.0,2,-90.8,29.7,-50.1,14.9
2828,17558.0,human,29.7423542,-90.7041712,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,0.0,68.0,40.0,902.0,5.0,2005.0,1.0,2,-90.7041712,29.7423542,-75.1,23.1
2853,17550.0,human,29.749991,-90.7091669,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,29.0,68.0,45.0,902.0,8.0,2005.0,1.0,2,-90.7091669,29.749991,-75.1,23.1
2834,17559.0,human,29.753615,-90.763869,2005.0,29.0,-89.0,0,,110,-923,0.0,0.0,7006.0,6.0,72.0,35.0,902.0,5.0,2005.0,1.0,2,-90.763869,29.753615,-75.1,23.1
3618,24347.0,outside,29.7578721,-91.4307158,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,8011.0,283.25,266.2809939529096,47.0,950.0,0.0,2009.0,1.0,2,-91.4307158,29.7578721,-97.4,42.4
2884,17587.0,human,29.764371,-90.811614,2005.0,28.0,-93.0,0,,105,-931,0.0,0.0,7177.0,41.0,154.0,45.0,902.0,8.0,2005.0,1.0,2,-90.811614,29.764371,-69.9,21.3
3016,17648.0,human,29.7957633,-90.822871,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7182.0,235.0,274.5524677078289,45.0,902.0,8.0,2006.0,1.0,2,-90.822871,29.7957633,-97.4,42.4
2690,17430.0,human,29.7957633,-90.822871,2004.0,29.0,-90.0,0,,30,-1000,0.0,0.0,6849.0,53.0,27.0,47.0,931.0,2.0,2004.0,1.0,2,-90.822871,29.7957633,-90.9,24.0
